"table_name","column_name","value","replacement"
"family_history","cancer_cui","C0699885","Carcinoma_of_bladder"
"family_history","cancer_cui","C0699893","Skin carcinoma"
"family_history","cancer_cui","C0740339","Throat_cancer"
"family_history","cancer_cui","C0751177","Cancer_of_head"
"family_history","cancer_cui","C1261473","Sarcoma"
"family_history","cancer_cui","C1378703","Renal_carcinoma"
"family_history","cancer_cui","C2239176","Liver_carcinoma"
"patient","neoadjuvant","no but no treatment","No"
"patient","neoadjuvant","no but no tratment","No"
"patient","neoadjuvant","no","No"
"patient","neoadjuvant","yes","Yes"
"patient","neoadjuvant","yes but no surgery","Yes"
"patient","neoadjuvant","no but incongruent with dates","No"
"patient","neoadjuvant","yes but incongruent with dates","Yes"
"patient","neoadjuvant","yes but no treatment","Yes"
"patient","neoadjuvant","yes not no surgery","Yes"
"patient","er_positive","1","Yes"
"patient","er_positive","1","No"
"patient","pr_positive","1","Yes"
"patient","pr_positive","1","No"
"patient","pr_positive","1","No"
"patient","caesarean","0","0"
"patient","caesarean","1","1"
"patient","caesarean","2","2"
"patient","caesarean","3","3"
"patient","caesarean","19","Unknown"
"surgery","surgery","mastectomy","Mastectomy"
"surgery","surgery","sentinel lymph node biopsy","Sentinel_Lymph_Node_Biopsy"
"surgery","surgery","lymphadenectomy","Lymphadenectomy"
"surgery","surgery","partial mastectomy","Partial_Mastectomy"  
"Tumor_tnm","t_prefix","P","Pathological"
"Tumor_tnm","t_prefix","C","Clinical" 
"Tumor_tnm","t_prefix","RP","P"
"Tumor_tnm","t_category","0","t0"
"Tumor_tnm","t_category","1","t1" 
"Tumor_tnm","t_category","2","t2" 
"Tumor_tnm","t_category","3","t3" 
"Tumor_tnm","t_category","4","t4"
"Tumor_tnm","t_category","IS","IS"  
"Tumor_tnm","n_prefix","P","Pathological" 
"Tumor_tnm","n_prefix","C","Clinical"
"Tumor_tnm","n_category","0","n0"
"Tumor_tnm","n_category","1","n1" 
"Tumor_tnm","n_category","2","n2" 
"Tumor_tnm","n_category","3","n3" 
"Tumor_tnm","m_category","0","m0"
"Tumor_tnm","m_category","1","m1"  
"Tumor_tnm","t_prefix_after_neoadj","P","Pathological"
"Tumor_tnm","t_prefix_after_neoadj","C","Clinical"
"Tumor_tnm","t_category_after_neoadj","0","t0"
"Tumor_tnm","t_category_after_neoadj","1","t1" 
"Tumor_tnm","t_category_after_neoadj","2","t2" 
"Tumor_tnm","t_category_after_neoadj","3","t3" 
"Tumor_tnm","t_category_after_neoadj","4","t4"
"Tumor_tnm","t_category_after_neoadj","IS","IS"
"Tumor_tnm","n_prefix_after_neoadj","P","Pathological" 
"Tumor_tnm","n_prefix_after_neoadj","C","Clinical" 
"Tumor_tnm","n_prefix_after_neoadj","O","O" 
"Tumor_tnm","n_category_after_neoadj","0","n0"
"Tumor_tnm","n_category_after_neoadj","1","n1" 
"Tumor_tnm","n_category_after_neoadj","2","n2" 
"Tumor_tnm","n_category_after_neoadj","3","n3" 
"Tumor_tnm","m_category_after_neoadj","0","m0"
"Tumor_tnm","m_category_after_neoadj","1","m1"
"Tumor_tnm","stage_diagnosis","0","0"
"Tumor_tnm","stage_diagnosis","IA","IA"
"Tumor_tnm","stage_diagnosis","IIA","IIA"
"Tumor_tnm","stage_diagnosis","IIIA","IIIA"
"Tumor_tnm","stage_diagnosis","IV","IV"
"Tumor_tnm","stage_diagnosis","IB","IB"
"Tumor_tnm","stage_diagnosis","IIB","IIB"
"Tumor_tnm","stage_diagnosis","IIIB","IIIB"
"Tumor_tnm","stage_diagnosis","IIIC","IIIC"
Tumor_tnm","stage_after_neo","0","0"
"Tumor_tnm","stage_after_neo","IA","IA"
"Tumor_tnm","stage_after_neo","IIA","IIA"
"Tumor_tnm","stage_after_neo","IIIA","IIIA"
"Tumor_tnm","stage_after_neo","IV","IV"
"Tumor_tnm","stage_after_neo","IB","IB"
"Tumor_tnm","stage_after_neo","IIB","IIB"
"Tumor_tnm","stage_after_neo","IIIB","IIIB"
"Tumor_tnm","stage_after_neo","IIIC","IIIC" 
"Tumor_tnm","prefix","P","Pathological_stage"
"Tumor_tnm","prefix","C","Clinical_stage"
"Tumor_tnm","prefix","RP","Pathological_stage"
"Tumor_tnm","prefix","O","O"
"oral_drug","drug","tamoxifen","Tamoxifen"
"oral_drug","drug","letrozole","Letrozole"
"oral_drug","drug","exemestane","Exemestane"
"oral_drug","drug","anastrozole","Anastrozole"
"oral_drug","drug","fulvestrant","Fulvestrant"
"oral_drug","drug","ribociclib","Ribociclib"
"oral_drug","drug","capecitabine","Capecitabine"
"oral_drug","drug","goserelin","Goserelin"
"oral_drug","drug","olaparib","Olaparib"
"oral_drug","drug","acetato de megestrol","Megestrol_acetate"
"oral_drug","drug","vinorelbine","Vinorelbine"
"oral_drug","drug","palbociclib","Palbociclib"
"oral_drug","drug","abemaciclib","Abemaciclib"
"oral_drug","drug","everolimus","Everolimus"
"oral_drug","drug","alpelisib","Alpelisib"
"oral_drug","drug","megestrol acetate","Megestrol_acetate"
